disaster_number,historic,classification_key,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,event_name,iso_code,country,subregion,region,location,origin,associated_types,ofda_bha_response,appeal,declaration,magnitude,magnitude_scale,start_year,start_month,start_day,end_year,end_month,end_day,total_deaths,num_injured,num_affected,num_homeless,total_affected,insured_damage_000s_usd,insured_damage_adjusted_000s_usd,total_damage_000s_usd,total_damage_adjusted_000s_usd,cpi,entry_date,last_update,start_date,end_date,days_lasted
2021-0533-USA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,USA,United States of America,Northern America,Americas,"Dickson, Humphrey, and Hickman Counties (Tennessee)",Heavy rains,,No,No,No,,Km2,2021,8,21,2021,8,22,22.0,,89.0,,89.0,,,150000.0,168673.0,88.92949347720737,2021-08-23,2023-09-25,2021-08-21,2021-08-22,1
2021-0551-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm 'Ida',USA,United States of America,Northern America,Americas,"Louisiana, New York, New Jersey, Maryland, Connecticut, Virginia, Pennsylvania, Delaware",,Flood,No,No,Yes,240.0,Kph,2021,8,28,2021,9,2,96.0,,14000.0,,14000.0,36000000.0,40481508.0,65000000.0,73091612.0,88.92949347720737,2021-08-30,2023-09-25,2021-08-28,2021-09-02,5
2021-0562-USA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,USA,United States of America,Northern America,Americas,Utah and Colorado,,,No,No,No,,Km2,2021,7,30,2021,8,2,1.0,,600.0,,600.0,,,25000.0,28112.0,88.92949347720737,2021-09-10,2023-09-25,2021-07-30,2021-08-02,3
2021-0565-USA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,USA,United States of America,Northern America,Americas,"Wisconsin, Illinois, Indiana, Michigan, Ohio, Missouri",,,No,No,No,,Kph,2021,8,10,2021,8,13,,,,,,,,1300000.0,1461832.0,88.92949347720737,2021-09-10,2023-09-25,2021-08-10,2021-08-13,3
2021-0566-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,El Paso (Texas); Gila Bend (Arizona),,Lightening,No,No,Yes,,Km2,2021,8,10,2021,8,16,3.0,,,,,,,225000.0,253009.0,88.92949347720737,2021-09-10,2024-10-28,2021-08-10,2021-08-16,6
2021-0583-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm 'Nicholas',USA,United States of America,Northern America,Americas,"Texas, Louisiana",,Flood,No,No,No,,Kph,2021,9,12,2021,9,17,,,,,,,,1000000.0,1124486.0,88.92949347720737,2021-09-15,2023-09-25,2021-09-12,2021-09-17,5
2021-0626-USA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),Fawn fire,USA,United States of America,Northern America,Americas,Shasta County (north California State),,,No,No,No,,Km2,2021,9,22,2021,9,30,,,63.0,315.0,378.0,,,,,88.92949347720737,2021-09-29,2023-09-25,2021-09-22,2021-09-30,8
2021-0733-USA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,USA,United States of America,Northern America,Americas,"Jefferson, Shelby, Marshall, Escambia, Baldwin counties (Alabama)",,,No,No,Yes,,Km2,2021,10,4,2021,10,7,4.0,,,,,,,325000.0,365458.0,88.92949347720737,2021-11-12,2023-09-25,2021-10-04,2021-10-07,3
2021-0741-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,Whatcom County (northern Washington State),Heavy rains,,No,No,Yes,,Km2,2021,11,13,2021,11,15,1.0,,500.0,,500.0,,,200000.0,224897.0,88.92949347720737,2021-11-17,2023-09-25,2021-11-13,2021-11-15,2
2021-0784-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,"Big Island, Maui, Molokai, Oahu Island (Hawai)",Heavy rains and strong winds,Storm,No,No,Yes,,Km2,2021,12,3,2021,12,8,,,,,,,,75000.0,84336.0,88.92949347720737,2021-12-08,2024-10-28,2021-12-03,2021-12-08,5
2021-0797-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Graves County, Caldwell, Hopkins, Muhlenberg, Ohio, Warren, Taylor (Kentucky); Saint Charles (Missouri); Obion (Tennessee); (Mississippi); Craighead, Poinsett, Mississippi (Arkansas); Madison (Illinois)",,,No,No,Yes,310.0,Kph,2021,12,10,2021,12,11,93.0,100.0,,,100.0,4000000.0,4497945.0,5200000.0,5847329.0,88.92949347720737,2021-12-13,2023-09-25,2021-12-10,2021-12-11,1
2021-0815-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Russell, Ellis, Lyon (Kansas); Floyd (Iowa); Missouri; Prowers, El Paso (Colorado); Nebraska; Freeborn (Minnesota); Wisconsin; Taos (New Mexico)",,,No,No,No,160.0,Kph,2021,12,15,2021,12,16,5.0,,120.0,,120.0,,,1900000.0,2136524.0,88.92949347720737,2021-12-17,2023-09-25,2021-12-15,2021-12-16,1
2021-0832-USA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),Middle Fork and the Marshall wildfires,USA,United States of America,Northern America,Americas,"Louisville, Superior (Boulder county, Colorado)",,,No,No,Yes,,Km2,2021,12,30,2022,1,1,2.0,,3273.0,381.0,3654.0,,,3300000.0,3710805.0,88.92949347720737,2022-01-03,2023-09-25,2021-12-30,2022-01-01,2
2021-9846-USA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,USA,United States of America,Northern America,Americas,Nationwide,,,No,No,No,,Km2,2021,1,1,2021,12,31,,,,,,,,9000000.0,10120377.0,88.92949347720737,2022-01-25,2024-04-23,2021-01-01,2021-12-31,364
2022-0007-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Maryland, Virginia, New Jersey, Washington D.C., Missouri, Tennessee, Georgia",,Cold wave,No,No,Yes,,Kph,2022,1,2,2022,1,3,5.0,,,,,,,525000.0,546611.0,96.04634212554906,2022-01-07,2023-09-25,2022-01-02,2022-01-03,1
2022-0080-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Hale, Sumter, Elmore Counties (central Alabama); Rockies, Plains, Mid-Atlantic, Northeasr",,,No,No,No,,Kph,2022,2,1,2022,2,5,10.0,,,,,,,526000.0,547652.0,96.04634212554906,2022-02-09,2023-09-25,2022-02-01,2022-02-05,4
2022-0126-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Madison county (Iowa state); Illinois, Indiana, Ohio, Arkansas, Kentucky, New Hampshire, Pennsylvania, Maryland, New York, New Jersey, New England",,Hail,No,No,Yes,275.0,Kph,2022,3,5,2022,3,7,8.0,,90.0,,90.0,,,820000.0,853755.0,96.04634212554906,2022-03-07,2024-04-23,2022-03-05,2022-03-07,2
2022-0132-USA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),Adkins Ave Fire and Bertha Swamp Road Fires; Cottonwood Complex Fires,USA,United States of America,Northern America,Americas,"Calhoun and Gulf Counties (Florida); Reno, Harvey Counties (Kansas)","Prolonged period of dry conditions, steady winds, and abundant fuels",,No,No,No,,Km2,2022,3,4,2022,3,9,,,156.0,108.0,264.0,,,,,96.04634212554906,2022-03-16,2024-08-27,2022-03-04,2022-03-09,5
2022-0157-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Bastrop, Cass, Cooke, Grayson, Guadalupe, Houston, Jack, Madison, Marion, Montague, Nacogdoches, Panola, Rusk, Upshur, Williamson, and Wise counties (Texas); Oklahoma, Louisiana; Adams, Attala, Clay, Copiah, George, Hinds, Holmes, Jefferson, Kemper, Lauderdale, Madison, Smith, Warren, Oktibbehaand Yazoo Counties (Mississippi); Perry, Chilton, Bibb, Shelby, and Talladega Counties (Alabama); Ohio, South and North Carolina",,Hail,No,No,Yes,,Kph,2022,3,21,2022,3,23,5.0,50.0,,,50.0,2300000.0,2394677.0,3000000.0,3123492.0,96.04634212554906,2022-03-23,2023-09-25,2022-03-21,2022-03-23,2
2022-0185-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Washington County (Arkansas); Shelby, Chilton, Bibb Counties (Alabama); Iowa, Kansas, Missouri; Newton county (Texas); Lousiana; Bolivar, Calhoun, Hinds, Warren, Yazoo Counties (Mississippi); Trigg County (Kentucky); Washington County (Florida); Armstrong County (Pennsylvania)",,Flood|Hail,No,No,No,177.0,Kph,2022,3,29,2022,4,1,2.0,,90.0,,90.0,,,1300000.0,1353513.0,96.04634212554906,2022-04-01,2023-09-25,2022-03-29,2022-04-01,3
2022-0193-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Dallas Fort, Johnson, Collin, Smith counties (Texas); Marengo County (Alabama); Lee, Houston, Berkeley Counties (Georgia); Allendale county (South Carolina); Covington, Jefferson Davis, Lauderdale, Newton, Wayne Counties (Mississippi); Florida",,,No,No,No,,Kph,2022,4,4,2022,4,7,3.0,,,,,2500000.0,2602910.0,3200000.0,3331725.0,96.04634212554906,2022-04-06,2023-09-25,2022-04-04,2022-04-07,3
2022-0212-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Williamson and Bell Counties (Texas); Pocahontas County (Iowa); Atoka and Coal counties (Oklahoma); Faulkner, Franklin, Logan, Prairie, Sebastian, and White Counties (Arkansas); Mower County (Minnesota); Jefferson, Shelby, Hardin Counties (Kentucky); Louisiana, Mississippi, Alabama, Tennessee, Indiana",,Flood|Hail,No,No,No,265.0,Kph,2022,4,11,2022,4,14,1.0,28.0,15.0,,43.0,,,2800000.0,2915259.0,96.04634212554906,2022-04-14,2023-09-25,2022-04-11,2022-04-14,3
2022-0215-USA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),"McBride, Nogal Canyon, Hermits Peak Fires",USA,United States of America,Northern America,Americas,"Lincoln, San Miguel Counties (New Mexico)","Ongoing severe drought, strong winds and low relative humidity",,No,No,No,,Km2,2022,4,12,2022,5,12,2.0,49.0,600.0,,649.0,,,155000.0,161380.0,96.04634212554906,2022-04-15,2023-09-25,2022-04-12,2022-05-12,30
2022-0227-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Alabama, Arkansas, Florida, Mississippi,Oklahoma, and Texas",,Hail,No,No,No,,Kph,2022,4,15,2022,4,18,,,,,,,,882000.0,918307.0,96.04634212554906,2022-04-22,2023-09-25,2022-04-15,2022-04-18,3
2022-0244-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Nebraska, Kansas, Missouri, Dakota, Virginia, North Carolina, Texas, Montana, Minnesota",,Hail,No,No,No,130.0,Kph,2022,4,21,2022,4,24,,,,,,,,624000.0,649686.0,96.04634212554906,2022-04-29,2023-09-25,2022-04-21,2022-04-24,3
2022-0246-USA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),Calf Canyon and Hermits Peak Fires,USA,United States of America,Northern America,Americas,"Mora, Colfax, Lincoln, San Miguel, Valencia Counties (New Mexico); Colorado, Nebraska","Hot and dry conditions, severe drought, and very high winds",,No,No,Yes,,Km2,2022,4,6,2022,6,14,,138.0,756.0,,894.0,,,,,96.04634212554906,2022-04-29,2023-09-25,2022-04-06,2022-06-14,69
2022-0261-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,Andover Town (Butler County); Wichita City (Sedgwick County) - Kansas; Texas; Oklahoma,,Hail,No,No,No,,Kph,2022,4,26,2022,5,5,3.0,6.0,300.0,,306.0,,,583000.0,606999.0,96.04634212554906,2022-05-05,2023-09-25,2022-04-26,2022-05-05,9
2022-0266-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,North Dakota and northern Minnesota (central-northern USA),Heavy rains,,No,No,Yes,,Km2,2022,4,1,2022,5,5,,,,,,,,,,96.04634212554906,2022-05-05,2023-09-25,2022-04-01,2022-05-05,34
2022-0284-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Texas, North Carolina, West Virginia, Minnesota, Wisconsin, Oklahoma, Ohio, Pennsylvania",,Flood|Hail,No,No,Yes,,Kph,2022,5,5,2022,5,11,5.0,,,,,,,1200000.0,1249397.0,96.04634212554906,2022-05-13,2023-09-25,2022-05-05,2022-05-11,6
2022-0325-USA,No,nat-met-sto-der,Natural,Meteorological,Storm,Derecho,,USA,United States of America,Northern America,Americas,"Minnesota, Kentucly, Michigan, Missouri, Illinois, Wisconsin",,,No,No,No,,Kph,2022,5,19,2022,5,26,2.0,12.0,,,12.0,,,2500000.0,2602910.0,96.04634212554906,2022-05-30,2023-09-26,2022-05-19,2022-05-26,7
2022-0361-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,"Yellowstone National Park (Wyoming, Montana and Idaho states)",Heavy rain combined with glacier melt,"Slide (land, mud, snow, rock)",No,No,No,,Km2,2022,6,11,2022,6,14,,,600.0,,600.0,,,,,96.04634212554906,2022-06-29,2023-09-26,2022-06-11,2022-06-14,3
2022-0480-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,"Kentucky, Missouri",Heavy rains,,No,No,Yes,,Km2,2022,7,26,2022,7,31,42.0,,475.0,,475.0,,,1500000.0,1561746.0,96.04634212554906,2022-08-02,2023-09-26,2022-07-26,2022-07-31,5
2022-0486-USA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),McKinney & Yeti Complex fires,USA,United States of America,Northern America,Americas,Siskiyou County (California),"Vague de chaleur, de forts vents et des orages",Heat wave,No,No,No,,Km2,2022,7,29,2022,8,1,4.0,7.0,33.0,555.0,595.0,,,151000.0,157216.0,96.04634212554906,2022-08-02,2023-09-26,2022-07-29,2022-08-01,3
2022-0614-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Hurricane 'Ian',USA,United States of America,Northern America,Americas,Charlotte and Lee Counties (Florida Peninsula); North Carolina,,Flood,No,No,Yes,240.0,Kph,2022,9,28,2022,10,2,152.0,,,,,60000000.0,62469844.0,100000000.0,104116407.0,96.04634212554906,2022-09-30,2023-09-26,2022-09-28,2022-10-02,4
2022-0734-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Hurricane 'Nicole',USA,United States of America,Northern America,Americas,"Bahamas, Florida",,,No,No,Yes,120.0,Kph,2022,11,10,2022,11,11,5.0,,1500.0,,1500.0,,,1000000.0,1041164.0,96.04634212554906,2022-11-14,2023-09-26,2022-11-10,2022-11-11,1
2022-0735-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Texas, Arkansas and Oklahoma",,Flood,No,No,No,,Kph,2022,11,4,2022,11,5,2.0,,600.0,,600.0,,,375000.0,390437.0,96.04634212554906,2022-11-14,2023-09-26,2022-11-04,2022-11-05,1
2022-0808-USA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,USA,United States of America,Northern America,Americas,Humboldt County (California),,,No,No,Yes,6.4,Moment Magnitude,2022,12,20,2022,12,20,2.0,12.0,,,12.0,,,250000.0,260291.0,96.04634212554906,2022-12-21,2023-09-26,2022-12-20,2022-12-20,0
2022-0811-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Louisiana, Oklahoma, Texas, Alabama, Mississippi, Georgia, Florida states",,,No,No,No,,Kph,2022,12,12,2022,12,15,3.0,37.0,,,37.0,,,345000.0,359202.0,96.04634212554906,2022-12-21,2023-09-26,2022-12-12,2022-12-15,3
2022-0818-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,Storm 'Elliott',USA,United States of America,Northern America,Americas,"South Dakota, Oregon, Washington, Idaho, New York, Oklahoma, Kentucky, Colorado, Connecticut, Kansas, Maryland, Missouri, North Carolina, West Virginia, Wisconsin, Georgia, New Hampshire, Ohio, Tennessee, Vermont states",Heavy snowfall and very low temperatures,Cold wave|Flood,No,No,Yes,120.0,Kph,2022,12,19,2022,12,29,98.0,,,,,,,2700000.0,2811143.0,96.04634212554906,2022-12-22,2023-09-26,2022-12-19,2022-12-29,10
2022-0863-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Sacramento City, Santa Cruz, Calaveras, San Mateo, Ventura, Santa Barbara, El Dorado, Monterey, Santa Clara, Alameda, San Benito, Merced, Mono, Stanislaus, Mendocino, Humboldt (California)",,"Flood|Slide (land, mud, snow, rock)",No,No,Yes,,Kph,2022,12,26,2023,3,26,18.0,,717.0,,717.0,,,1000000.0,1041164.0,96.04634212554906,2023-01-05,2024-01-17,2022-12-26,2023-03-26,90
2022-9209-USA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,USA,United States of America,Northern America,Americas,"Nation wide; Arizona, Nevada, California, Oregon and Texas",,Heat wave,No,No,No,,Km2,2022,1,1,2022,12,1,136.0,,,,,,,22000000.0,22905609.0,96.04634212554906,2022-04-14,2023-09-26,2022-01-01,2022-12-01,334
2023-0032-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,Alabama and Georgia,,,No,No,Yes,145.0,Kph,2023,1,12,2023,1,12,11.0,49.0,,,49.0,,,770000.0,770000.0,100.0,2023-01-23,2024-01-24,2023-01-12,2023-01-12,0
2023-0052-USA,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,,USA,United States of America,Northern America,Americas,"Texas, Arkansas, Louisiana, Oklahoma, Tennessee. Mississippi",,Cold wave|Transport accident,No,No,No,-50.0,°C,2023,1,30,2023,2,1,10.0,25.0,,,25.0,,,385000.0,385000.0,100.0,2023-02-06,2024-01-26,2023-01-30,2023-02-01,2
2023-0122-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Mississippi, Kentucky, Arkansas, Alabama, Tennessee, Louisiana, Indiana and Ohio",,,No,No,No,,Kph,2023,3,1,2023,3,3,13.0,,,,,4200000.0,4200000.0,6000000.0,6000000.0,100.0,2023-03-15,2024-01-17,2023-03-01,2023-03-03,2
2023-0135-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Monterey, Merced and Tulare Counties (California); Nevada",,Flood|Snow/ice,No,No,Yes,,Kph,2023,3,9,2023,3,12,3.0,,551.0,,551.0,,,255000.0,255000.0,100.0,2023-03-16,2024-01-26,2023-03-09,2023-03-12,3
2023-0176-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Rolling Fork, Silver City, Winona, Sharkey, Smithville, Amory and Montgomery (Mississippi); Alabama, Georgia, Tennessee",,,No,No,No,,Kph,2023,3,22,2023,3,27,25.0,72.0,6000.0,939.0,7011.0,,,2900000.0,2900000.0,100.0,2023-03-27,2024-01-17,2023-03-22,2023-03-27,5
2023-0192-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Memphis (Tennessee); Owen and Sullivan counties (Indiana); Arkansas, Mississippi, Alabama, Illinois; Sussex county (Delaware); Oklahoma, Iowa, Kentucky, Ohio, Missouri, Kansas; Pennsylvania",,,No,No,No,,Kph,2023,3,30,2023,4,3,31.0,200.0,5544.0,735.0,6479.0,4300000.0,4300000.0,5500000.0,5500000.0,100.0,2023-04-03,2024-01-16,2023-03-30,2023-04-03,4
2023-0206-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Bollinger County (Missouri); Illinois, Kentucky, Iowa, Indiana, Ohio, Michigan",,,No,No,No,,Kph,2023,4,3,2023,4,7,5.0,5.0,225.0,36.0,266.0,,,2900000.0,2900000.0,100.0,2023-04-06,2024-01-17,2023-04-03,2023-04-07,4
2023-0225-USA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,USA,United States of America,Northern America,Americas,"Pembroke Pines, Dania Beach and Fort Lauderdale (Broward County, Hollywood, Florida)",Heavy rains,,No,No,No,,Km2,2023,4,12,2023,4,14,,,2000.0,,2000.0,,,1100000.0,1100000.0,100.0,2023-04-14,2024-01-17,2023-04-12,2023-04-14,2
2023-0239-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Arkansas, Florida, Illinois, Kansas, Louisiana, Missouri, Nebraska,Texas, Oklahoma, Iowa",,Hail,No,No,No,,Kph,2023,4,15,2023,4,22,1.0,12.0,,,12.0,,,2950000.0,2950000.0,100.0,2023-04-21,2024-10-01,2023-04-15,2023-04-22,7
2023-0253-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Dickens, Comanche, McLennan, Nolan, Swisher, Taylor, Floyd (Texas); St. Lucie, Nassau, Brevard, Hillsborough, Sumter, Broward, and Indian River (Florida); Effingham, Bryan, Wayne, Terrell, Chatham (Georgia); Oklahoma",,Hail,No,No,No,,Kph,2023,4,23,2023,4,27,,,,,,,,1300000.0,1300000.0,100.0,2023-04-28,2024-01-26,2023-04-23,2023-04-27,4
2023-0288-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Texas, Nebraska, Missouri, Kansas, Colorado, Illinois, Iowa, Indiana, Kentucky, Tennessee, South Carolina",,Hail,No,No,No,,Kph,2023,5,6,2023,5,8,1.0,,,,,,,2200000.0,2200000.0,100.0,2023-05-19,2024-01-18,2023-05-06,2023-05-08,2
2023-0324-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Kansas, Louisiana, Michigan, Ohio, Mississippi, Nebraska, Wyoming, Colorado and Arkansas",,Hail|Lightening,No,No,No,,Kph,2023,6,15,2023,6,22,5.0,135.0,60.0,,195.0,,,3800000.0,3800000.0,100.0,2023-06-26,2024-01-18,2023-06-15,2023-06-22,7
